filename,t_score,p_value,stat_signif,classifier_mean,majority_class_mean,classifier_std_error,majority_class_std_error,classifier_CI_str,majority_class_CI_str,components,F,T,GROUP,K
F=chi-test_T=log-range_GROUP=12_K=5,-20.869746834854872,1.450980575536342e-28,-1,0.5683075525336174,0.6062877534647291,0.0072996447818565,0.0067876990579706,"[0.5540, 0.5826]","[0.5930, 0.6196]","['F=chi-test', 'T=log-range', 'GROUP=12', 'K=5']",chi-test,log-range,12,5
F=textblob-extra_T=range_GROUP=12_K=5,-21.11089655409158,2.10482682504364e-28,-1,0.5677698240408373,0.6061910809079976,0.0076489829518334,0.0063923459112396,"[0.5528, 0.5828]","[0.5937, 0.6187]","['F=textblob-extra', 'T=range', 'GROUP=12', 'K=5']",textblob-extra,range,12,5
F=vote-count_T=range_GROUP=8_K=87,0.0,1.0,0,0.6976228705576718,0.6976228705576718,0.0050674099312621,0.0050674099312621,"[0.6877, 0.7076]","[0.6877, 0.7076]","['F=vote-count', 'T=range', 'GROUP=8', 'K=87']",vote-count,range,8,87
F=all_T=log-range_GROUP=8_K=87,0.0,1.0,0,0.6976953941129894,0.6976953941129894,0.0048813266002446,0.0048813266002446,"[0.6881, 0.7073]","[0.6881, 0.7073]","['F=all', 'T=log-range', 'GROUP=8', 'K=87']",all,log-range,8,87
F=all_T=kmeans_GROUP=20_K=5,-36.20688015306641,1.6285087118441186e-41,-1,0.2341643014847527,0.2889282347001978,0.0058532269793496,0.0058627634708715,"[0.2227, 0.2456]","[0.2774, 0.3004]","['F=all', 'T=kmeans', 'GROUP=20', 'K=5']",all,kmeans,20,5
F=vote-count_T=range_GROUP=3_K=5,-1.65465290458987,0.1085885958114531,0,0.8663456159832053,0.8778259436325287,0.0378312340326327,0.0036000068144476,"[0.7922, 0.9405]","[0.8708, 0.8849]","['F=vote-count', 'T=range', 'GROUP=3', 'K=5']",vote-count,range,3,5
F=chi-test_T=log-range_GROUP=8_K=5,-18.64014575008861,4.6813308313628007e-26,-1,0.6714333324637292,0.6975846285918238,0.0056715716802045,0.0051847665150976,"[0.6603, 0.6825]","[0.6874, 0.7077]","['F=chi-test', 'T=log-range', 'GROUP=8', 'K=5']",chi-test,log-range,8,5
F=textblob-extra_T=kmeans_GROUP=3_K=87,0.0,1.0,0,0.7657650714566082,0.7657650714566082,0.00557318271128,0.00557318271128,"[0.7548, 0.7767]","[0.7548, 0.7767]","['F=textblob-extra', 'T=kmeans', 'GROUP=3', 'K=87']",textblob-extra,kmeans,3,87
F=textblob_T=range_GROUP=3_K=5,-4.2691210886762185,7.385534917340772e-05,-1,0.873590442895203,0.8777479275822154,0.0038733936416731,0.0036671994259741,"[0.8660, 0.8812]","[0.8706, 0.8849]","['F=textblob', 'T=range', 'GROUP=3', 'K=5']",textblob,range,3,5
F=all_T=freq_GROUP=12_K=5,11.286930157728952,2.919430096741346e-16,1,0.0913386879855682,0.083036430924667,0.0028116229366269,0.0028855500150177,"[0.0858, 0.0968]","[0.0774, 0.0887]","['F=all', 'T=freq', 'GROUP=12', 'K=5']",all,freq,12,5
F=chi-test_T=kmeans_GROUP=8_K=5,-42.91863892631604,3.432262103494651e-45,-1,0.4123541354038672,0.4741922173027522,0.0059058052044556,0.0052345420882417,"[0.4008, 0.4239]","[0.4639, 0.4845]","['F=chi-test', 'T=kmeans', 'GROUP=8', 'K=5']",chi-test,kmeans,8,5
F=textblob_T=kmeans_GROUP=3_K=87,0.0,1.0,0,0.7652647287473504,0.7652647287473504,0.004290032360963,0.004290032360963,"[0.7569, 0.7737]","[0.7569, 0.7737]","['F=textblob', 'T=kmeans', 'GROUP=3', 'K=87']",textblob,kmeans,3,87
F=textblob_T=kmeans_GROUP=12_K=87,-2.8679790079253347,0.0057583522685275,-1,0.3723769737503478,0.3761656258066955,0.0052772284120827,0.0049501031795576,"[0.3620, 0.3827]","[0.3665, 0.3859]","['F=textblob', 'T=kmeans', 'GROUP=12', 'K=87']",textblob,kmeans,12,87
F=chi-test_T=range_GROUP=3_K=87,0.0,1.0,0,0.8775070100278505,0.8775070100278505,0.0042748754235653,0.0042748754235653,"[0.8691, 0.8859]","[0.8691, 0.8859]","['F=chi-test', 'T=range', 'GROUP=3', 'K=87']",chi-test,range,3,87
F=textblob_T=log-range_GROUP=3_K=5,-2.0320125096105537,0.0505429498279323,0,0.8696291099635758,0.8777252383198104,0.0212909128205878,0.0047889644602263,"[0.8279, 0.9114]","[0.8683, 0.8871]","['F=textblob', 'T=log-range', 'GROUP=3', 'K=5']",textblob,log-range,3,5
F=chi-test_T=kmeans_GROUP=3_K=87,0.0,1.0,0,0.7644361799760713,0.7644361799760713,0.0046737781187281,0.0046737781187281,"[0.7553, 0.7736]","[0.7553, 0.7736]","['F=chi-test', 'T=kmeans', 'GROUP=3', 'K=87']",chi-test,kmeans,3,87
F=textblob-extra_T=log-range_GROUP=3_K=87,0.0,1.0,0,0.8767696782113187,0.8767696782113187,0.0037438578964134,0.0037438578964134,"[0.8694, 0.8841]","[0.8694, 0.8841]","['F=textblob-extra', 'T=log-range', 'GROUP=3', 'K=87']",textblob-extra,log-range,3,87
F=vote-count_T=log-range_GROUP=3_K=87,0.0,1.0,0,0.8782769022576323,0.8782769022576323,0.0039467270005457,0.0039467270005457,"[0.8705, 0.8860]","[0.8705, 0.8860]","['F=vote-count', 'T=log-range', 'GROUP=3', 'K=87']",vote-count,log-range,3,87
F=chi-test_T=kmeans_GROUP=20_K=87,-7.0371565105084,2.5486317984847353e-09,-1,0.2794974811736844,0.287994718710621,0.0046095885112799,0.0047425788012741,"[0.2705, 0.2885]","[0.2787, 0.2973]","['F=chi-test', 'T=kmeans', 'GROUP=20', 'K=87']",chi-test,kmeans,20,87
F=all_T=kmeans_GROUP=20_K=87,-6.423860426971863,2.7046761104713545e-08,-1,0.2805474139486346,0.2884103678597747,0.0047864822572218,0.0046943123209639,"[0.2712, 0.2899]","[0.2792, 0.2976]","['F=all', 'T=kmeans', 'GROUP=20', 'K=87']",all,kmeans,20,87
F=textblob-extra_T=freq_GROUP=12_K=87,8.894742171578653,3.1626460611340245e-12,1,0.0909506248722424,0.0836282989005312,0.0035467929166951,0.0027840572245476,"[0.0840, 0.0979]","[0.0782, 0.0891]","['F=textblob-extra', 'T=freq', 'GROUP=12', 'K=87']",textblob-extra,freq,12,87
F=all_T=freq_GROUP=20_K=5,5.912998763126444,2.025585977965758e-07,1,0.0534484648197155,0.050243134876677,0.0019354571765455,0.0022515752198674,"[0.0497, 0.0572]","[0.0458, 0.0547]","['F=all', 'T=freq', 'GROUP=20', 'K=5']",all,freq,20,5
F=all_T=freq_GROUP=8_K=5,8.834761968944369,2.832429699522166e-12,1,0.1340317038139495,0.1246736540895226,0.0043513419060251,0.003837304257211,"[0.1255, 0.1426]","[0.1172, 0.1322]","['F=all', 'T=freq', 'GROUP=8', 'K=5']",all,freq,8,5
F=vote-count_T=kmeans_GROUP=20_K=87,-3.314019900632349,0.0019117745916937,-1,0.282665246459332,0.2895349923121177,0.0102428742400543,0.0048984934466118,"[0.2626, 0.3027]","[0.2799, 0.2991]","['F=vote-count', 'T=kmeans', 'GROUP=20', 'K=87']",vote-count,kmeans,20,87
F=vote-count_T=log-range_GROUP=12_K=87,0.0,1.0,0,0.6061142099693551,0.6061142099693551,0.0063007652727232,0.0063007652727232,"[0.5938, 0.6185]","[0.5938, 0.6185]","['F=vote-count', 'T=log-range', 'GROUP=12', 'K=87']",vote-count,log-range,12,87
F=chi-test_T=range_GROUP=20_K=87,-0.2345507569372751,0.8153837042208516,0,0.4767769903298214,0.4770720195588436,0.0049113708303788,0.00483155187008,"[0.4672, 0.4864]","[0.4676, 0.4865]","['F=chi-test', 'T=range', 'GROUP=20', 'K=87']",chi-test,range,20,87
F=textblob-extra_T=range_GROUP=3_K=5,-4.165579042438403,0.0001150588136024,-1,0.8703519973747561,0.8759573286453934,0.0059605723739676,0.0043351171627187,"[0.8587, 0.8820]","[0.8675, 0.8845]","['F=textblob-extra', 'T=range', 'GROUP=3', 'K=5']",textblob-extra,range,3,5
F=chi-test_T=range_GROUP=3_K=5,-5.204766717358661,2.800271562498649e-06,-1,0.8703751340313193,0.8759491130500635,0.0044611851283925,0.0038085470689415,"[0.8616, 0.8791]","[0.8685, 0.8834]","['F=chi-test', 'T=range', 'GROUP=3', 'K=5']",chi-test,range,3,5
F=chi-test_T=log-range_GROUP=12_K=87,-0.0028689295453948,0.9977207735706304,0,0.6047107431730322,0.604715157591973,0.0059595913319086,0.0059591196417293,"[0.5930, 0.6164]","[0.5930, 0.6164]","['F=chi-test', 'T=log-range', 'GROUP=12', 'K=87']",chi-test,log-range,12,87
F=vote-count_T=freq_GROUP=8_K=5,4.080653536836114,0.0002046675711339,1,0.1325300640133258,0.1248108379037313,0.0094244558940352,0.0043048149466146,"[0.1141, 0.1510]","[0.1164, 0.1332]","['F=vote-count', 'T=freq', 'GROUP=8', 'K=5']",vote-count,freq,8,5
F=textblob_T=log-range_GROUP=12_K=87,0.0,1.0,0,0.6050264850567584,0.6050264850567584,0.005824261819251,0.005824261819251,"[0.5936, 0.6164]","[0.5936, 0.6164]","['F=textblob', 'T=log-range', 'GROUP=12', 'K=87']",textblob,log-range,12,87
F=all_T=freq_GROUP=8_K=87,21.071667633184077,1.0000363588633639e-28,1,0.1479986764816203,0.1252208932889761,0.0043754069797496,0.003988799494671,"[0.1394, 0.1566]","[0.1174, 0.1330]","['F=all', 'T=freq', 'GROUP=8', 'K=87']",all,freq,8,87
F=vote-count_T=freq_GROUP=12_K=87,15.170254030225848,8.787130139247728e-19,1,0.099388111680368,0.0835784157878639,0.0051072780920538,0.0025491319487421,"[0.0894, 0.1094]","[0.0786, 0.0886]","['F=vote-count', 'T=freq', 'GROUP=12', 'K=87']",vote-count,freq,12,87
F=textblob_T=freq_GROUP=3_K=87,12.335503239178658,1.762782091274468e-17,1,0.352407082323337,0.3325529401603247,0.0069152910360978,0.005467598131886,"[0.3389, 0.3660]","[0.3218, 0.3433]","['F=textblob', 'T=freq', 'GROUP=3', 'K=87']",textblob,freq,3,87
F=vote-count_T=freq_GROUP=3_K=87,28.13242389172704,2.5687701237816542e-27,1,0.391072245799588,0.3333012974803047,0.0103991324162432,0.0042858326639335,"[0.3707, 0.4115]","[0.3249, 0.3417]","['F=vote-count', 'T=freq', 'GROUP=3', 'K=87']",vote-count,freq,3,87
F=textblob_T=range_GROUP=20_K=87,-0.0156565370829838,0.9875621347746988,0,0.4766566530561683,0.4766786985035765,0.0054600708441573,0.0054467582481607,"[0.4660, 0.4874]","[0.4660, 0.4874]","['F=textblob', 'T=range', 'GROUP=20', 'K=87']",textblob,range,20,87
F=all_T=range_GROUP=3_K=87,0.0,1.0,0,0.8770688140280648,0.8770688140280648,0.0031748889605668,0.0031748889605668,"[0.8708, 0.8833]","[0.8708, 0.8833]","['F=all', 'T=range', 'GROUP=3', 'K=87']",all,range,3,87
F=textblob_T=kmeans_GROUP=8_K=5,-27.558830772186354,6.740296958138444e-30,-1,0.4197711602223051,0.4737313740487389,0.0093877341767231,0.0051849267899651,"[0.4014, 0.4382]","[0.4636, 0.4839]","['F=textblob', 'T=kmeans', 'GROUP=8', 'K=5']",textblob,kmeans,8,5
F=all_T=kmeans_GROUP=8_K=5,-43.807905281940144,2.8355536052380655e-45,-1,0.4126300244328363,0.4749198119123171,0.0050292444939969,0.0059463751486625,"[0.4028, 0.4225]","[0.4633, 0.4866]","['F=all', 'T=kmeans', 'GROUP=8', 'K=5']",all,kmeans,8,5
F=textblob_T=range_GROUP=3_K=87,0.0,1.0,0,0.8767815117614426,0.8767815117614426,0.0044104362895584,0.0044104362895584,"[0.8681, 0.8854]","[0.8681, 0.8854]","['F=textblob', 'T=range', 'GROUP=3', 'K=87']",textblob,range,3,87
F=vote-count_T=log-range_GROUP=8_K=5,-4.69790688364897,3.022619662452376e-05,-1,0.6861798130380493,0.6989287935794848,0.0135374527906238,0.0061377343044431,"[0.6596, 0.7127]","[0.6869, 0.7110]","['F=vote-count', 'T=log-range', 'GROUP=8', 'K=5']",vote-count,log-range,8,5
F=all_T=kmeans_GROUP=3_K=87,0.0029965362008708,0.99761939653051,0,0.7670471085624374,0.76704269588924,0.0057016919883159,0.0057049508570582,"[0.7559, 0.7782]","[0.7559, 0.7782]","['F=all', 'T=kmeans', 'GROUP=3', 'K=87']",all,kmeans,3,87
F=textblob_T=freq_GROUP=3_K=5,4.959982174296036,6.4944274316303874e-06,1,0.3396418134218276,0.3329914178378856,0.0052205682776383,0.0051651564460808,"[0.3294, 0.3499]","[0.3229, 0.3431]","['F=textblob', 'T=freq', 'GROUP=3', 'K=5']",textblob,freq,3,5
F=vote-count_T=range_GROUP=12_K=87,0.0,1.0,0,0.6043646101286836,0.6043646101286836,0.0065323291723838,0.0065323291723838,"[0.5916, 0.6172]","[0.5916, 0.6172]","['F=vote-count', 'T=range', 'GROUP=12', 'K=87']",vote-count,range,12,87
F=textblob-extra_T=kmeans_GROUP=20_K=5,-45.466817915691415,3.82129024655239e-42,-1,0.234555987885016,0.289424584372194,0.0055486516457663,0.0035919692071466,"[0.2237, 0.2454]","[0.2824, 0.2965]","['F=textblob-extra', 'T=kmeans', 'GROUP=20', 'K=5']",textblob-extra,kmeans,20,5
F=chi-test_T=freq_GROUP=12_K=87,18.262535545537588,1.1880946661905898e-25,1,0.0981335777752135,0.0842222299140461,0.0028391905903713,0.0030572114454811,"[0.0926, 0.1037]","[0.0782, 0.0902]","['F=chi-test', 'T=freq', 'GROUP=12', 'K=87']",chi-test,freq,12,87
F=vote-count_T=range_GROUP=8_K=5,-7.011014743977757,3.9177572722691374e-08,-1,0.6817169684380604,0.6987905554611076,0.0127294196075826,0.0039843985649072,"[0.6568, 0.7067]","[0.6910, 0.7066]","['F=vote-count', 'T=range', 'GROUP=8', 'K=5']",vote-count,range,8,5
F=chi-test_T=freq_GROUP=12_K=5,6.504247774862017,2.5919427900318492e-08,1,0.0899108071629908,0.0844001733356383,0.0036919214570607,0.0028114033231326,"[0.0827, 0.0971]","[0.0789, 0.0899]","['F=chi-test', 'T=freq', 'GROUP=12', 'K=5']",chi-test,freq,12,5
F=textblob-extra_T=log-range_GROUP=20_K=87,-0.091832662970864,0.9271474515761788,0,0.4788820359888174,0.4790228400989968,0.0059557030170594,0.0059208910736609,"[0.4672, 0.4906]","[0.4674, 0.4906]","['F=textblob-extra', 'T=log-range', 'GROUP=20', 'K=87']",textblob-extra,log-range,20,87
F=textblob-extra_T=freq_GROUP=12_K=5,4.264195090142783,7.548253130833607e-05,1,0.0878471689910821,0.0840669922585775,0.0032807812812294,0.0035794608322419,"[0.0814, 0.0943]","[0.0771, 0.0911]","['F=textblob-extra', 'T=freq', 'GROUP=12', 'K=5']",textblob-extra,freq,12,5
F=textblob_T=range_GROUP=8_K=5,-11.31552471846155,1.3073801619898509e-15,-1,0.6742381906847044,0.6961860445269603,0.0087183510650874,0.0060707903197736,"[0.6572, 0.6913]","[0.6843, 0.7081]","['F=textblob', 'T=range', 'GROUP=8', 'K=5']",textblob,range,8,5
F=textblob_T=log-range_GROUP=8_K=87,0.0,1.0,0,0.6981564932625584,0.6981564932625584,0.0053085035366103,0.0053085035366103,"[0.6878, 0.7086]","[0.6878, 0.7086]","['F=textblob', 'T=log-range', 'GROUP=8', 'K=87']",textblob,log-range,8,87
F=all_T=log-range_GROUP=20_K=87,-0.0765362327706358,0.9392559044372044,0,0.4791058313558994,0.4792251331000014,0.006056667643523,0.0060173842358035,"[0.4672, 0.4910]","[0.4674, 0.4910]","['F=all', 'T=log-range', 'GROUP=20', 'K=87']",all,log-range,20,87
F=chi-test_T=log-range_GROUP=3_K=5,-6.339302136568383,3.7653811900841294e-08,-1,0.8713973654793484,0.8776520119803902,0.0037298121591914,0.003910576118964,"[0.8641, 0.8787]","[0.8700, 0.8853]","['F=chi-test', 'T=log-range', 'GROUP=3', 'K=5']",chi-test,log-range,3,5
F=chi-test_T=log-range_GROUP=3_K=87,0.0,1.0,0,0.8772530711056006,0.8772530711056006,0.0038480397870397,0.0038480397870397,"[0.8697, 0.8848]","[0.8697, 0.8848]","['F=chi-test', 'T=log-range', 'GROUP=3', 'K=87']",chi-test,log-range,3,87
F=textblob-extra_T=range_GROUP=3_K=87,0.0,1.0,0,0.8766925426959867,0.8766925426959867,0.0048204406655583,0.0048204406655583,"[0.8672, 0.8861]","[0.8672, 0.8861]","['F=textblob-extra', 'T=range', 'GROUP=3', 'K=87']",textblob-extra,range,3,87
F=chi-test_T=freq_GROUP=20_K=5,4.117165262455195,0.0001362513904232,1,0.0532775733536315,0.0506195899559928,0.0028773369353842,0.0020553254276481,"[0.0476, 0.0589]","[0.0466, 0.0546]","['F=chi-test', 'T=freq', 'GROUP=20', 'K=5']",chi-test,freq,20,5
F=textblob-extra_T=kmeans_GROUP=8_K=5,-32.55440188518282,2.5176818035473824e-34,-1,0.4137616008822257,0.4745503069102325,0.0087363987497592,0.0053178165593408,"[0.3966, 0.4309]","[0.4641, 0.4850]","['F=textblob-extra', 'T=kmeans', 'GROUP=8', 'K=5']",textblob-extra,kmeans,8,5
F=textblob-extra_T=freq_GROUP=20_K=5,5.183178524515186,3.070149212871736e-06,1,0.0538731005622237,0.0501853268251146,0.0029897769933576,0.0024995449820487,"[0.0480, 0.0597]","[0.0453, 0.0551]","['F=textblob-extra', 'T=freq', 'GROUP=20', 'K=5']",textblob-extra,freq,20,5
F=textblob-extra_T=freq_GROUP=8_K=5,6.02099284028084,1.4598646728501785e-07,1,0.1297958432395252,0.1243539070299257,0.0030922318982299,0.0038659024937629,"[0.1237, 0.1359]","[0.1168, 0.1319]","['F=textblob-extra', 'T=freq', 'GROUP=8', 'K=5']",textblob-extra,freq,8,5
F=all_T=log-range_GROUP=8_K=5,-22.61968658411273,3.4501492702975014e-30,-1,0.6725825423968342,0.6982328347398145,0.0046570388661601,0.0041096677264956,"[0.6635, 0.6817]","[0.6902, 0.7063]","['F=all', 'T=log-range', 'GROUP=8', 'K=5']",all,log-range,8,5
F=vote-count_T=kmeans_GROUP=8_K=87,-1.297929996355163,0.2003497361164987,0,0.4694541596317417,0.471982033654894,0.0089877981360293,0.0057459689272829,"[0.4518, 0.4871]","[0.4607, 0.4832]","['F=vote-count', 'T=kmeans', 'GROUP=8', 'K=87']",vote-count,kmeans,8,87
F=textblob-extra_T=kmeans_GROUP=12_K=5,-41.51746350163855,1.6295894055716749e-43,-1,0.2989233416814444,0.3626103407528164,0.0065340057263136,0.0052820164674388,"[0.2861, 0.3117]","[0.3523, 0.3730]","['F=textblob-extra', 'T=kmeans', 'GROUP=12', 'K=5']",textblob-extra,kmeans,12,5
F=chi-test_T=freq_GROUP=8_K=87,22.99963148564539,7.909928117824718e-31,1,0.1457408306725178,0.1263123947388966,0.003307491073001,0.0032353472356193,"[0.1393, 0.1522]","[0.1200, 0.1327]","['F=chi-test', 'T=freq', 'GROUP=8', 'K=87']",chi-test,freq,8,87
F=textblob-extra_T=freq_GROUP=8_K=87,9.487583743015934,2.537195421453175e-13,1,0.1353904058807537,0.1247571543182728,0.0046327343774487,0.0040274666145167,"[0.1263, 0.1445]","[0.1169, 0.1327]","['F=textblob-extra', 'T=freq', 'GROUP=8', 'K=87']",textblob-extra,freq,8,87
F=textblob_T=log-range_GROUP=12_K=5,-9.990779802911192,1.6966014053470002e-11,-1,0.566452865248418,0.6063222792047717,0.0211497922110164,0.0055170578121645,"[0.5250, 0.6079]","[0.5955, 0.6171]","['F=textblob', 'T=log-range', 'GROUP=12', 'K=5']",textblob,log-range,12,5
F=textblob-extra_T=range_GROUP=12_K=87,-0.0056523486225693,0.9955094992166303,0,0.6064096994041819,0.6064184586561419,0.0060074232790678,0.005996232010989,"[0.5946, 0.6182]","[0.5947, 0.6182]","['F=textblob-extra', 'T=range', 'GROUP=12', 'K=87']",textblob-extra,range,12,87
F=textblob-extra_T=kmeans_GROUP=20_K=87,-5.8472347294874805,2.47853130685002e-07,-1,0.2807561410492569,0.2883919721445178,0.0052618052510069,0.0048449638907951,"[0.2704, 0.2911]","[0.2789, 0.2979]","['F=textblob-extra', 'T=kmeans', 'GROUP=20', 'K=87']",textblob-extra,kmeans,20,87
F=chi-test_T=freq_GROUP=3_K=5,15.33328425238748,4.9214231237600895e-22,1,0.3550819145239406,0.3329579928945755,0.0057409059555068,0.0054312184297064,"[0.3438, 0.3663]","[0.3223, 0.3436]","['F=chi-test', 'T=freq', 'GROUP=3', 'K=5']",chi-test,freq,3,5
F=vote-count_T=kmeans_GROUP=20_K=5,-11.15836451590426,1.5200762870089389e-12,-1,0.2342983975586393,0.2909965366177018,0.0271611038470317,0.0060695362695228,"[0.1811, 0.2875]","[0.2791, 0.3029]","['F=vote-count', 'T=kmeans', 'GROUP=20', 'K=5']",vote-count,kmeans,20,5
F=all_T=range_GROUP=3_K=5,-7.815993147209093,1.2480918225306499e-10,-1,0.8714944067956297,0.8780721695249303,0.0032817528174246,0.0032369230863095,"[0.8651, 0.8779]","[0.8717, 0.8844]","['F=all', 'T=range', 'GROUP=3', 'K=5']",all,range,3,5
F=all_T=log-range_GROUP=3_K=87,0.0,1.0,0,0.8775815114247311,0.8775815114247311,0.003328448335649,0.003328448335649,"[0.8711, 0.8841]","[0.8711, 0.8841]","['F=all', 'T=log-range', 'GROUP=3', 'K=87']",all,log-range,3,87
F=all_T=range_GROUP=20_K=87,-0.2383099724158502,0.8124808294642248,0,0.4766433471290739,0.476938541609126,0.0048333365430256,0.0047613194332382,"[0.4672, 0.4861]","[0.4676, 0.4863]","['F=all', 'T=range', 'GROUP=20', 'K=87']",all,range,20,87
F=all_T=freq_GROUP=12_K=87,16.704297713795803,8.410538610745552e-24,1,0.0997569086099214,0.0834418526698605,0.0038766541217153,0.0036864248984336,"[0.0922, 0.1074]","[0.0762, 0.0907]","['F=all', 'T=freq', 'GROUP=12', 'K=87']",all,freq,12,87
F=textblob-extra_T=log-range_GROUP=3_K=5,-5.646533565974709,5.64099937448411e-07,-1,0.8719250156287397,0.8774397661779589,0.0041148817085221,0.0034181522251775,"[0.8639, 0.8800]","[0.8707, 0.8841]","['F=textblob-extra', 'T=log-range', 'GROUP=3', 'K=5']",textblob-extra,log-range,3,5
F=textblob_T=freq_GROUP=12_K=87,15.281314836916703,1.1452133594920254e-21,1,0.0949959252723452,0.0832129929654134,0.0032435755121563,0.0027047351099499,"[0.0886, 0.1014]","[0.0779, 0.0885]","['F=textblob', 'T=freq', 'GROUP=12', 'K=87']",textblob,freq,12,87
F=vote-count_T=kmeans_GROUP=12_K=5,-8.532267088241296,1.4990713070072094e-09,-1,0.2996705966416767,0.3610857085064015,0.0390043524529936,0.0057436214531063,"[0.2232, 0.3761]","[0.3498, 0.3723]","['F=vote-count', 'T=kmeans', 'GROUP=12', 'K=5']",vote-count,kmeans,12,5
F=textblob-extra_T=kmeans_GROUP=8_K=87,-0.5694425290665033,0.5712629504539477,0,0.4719216665036647,0.4727358444248526,0.0057040571812127,0.0053658097870525,"[0.4607, 0.4831]","[0.4622, 0.4833]","['F=textblob-extra', 'T=kmeans', 'GROUP=8', 'K=87']",textblob-extra,kmeans,8,87
F=vote-count_T=range_GROUP=3_K=87,0.0,1.0,0,0.877282020711209,0.877282020711209,0.0037102934573494,0.0037102934573494,"[0.8700, 0.8846]","[0.8700, 0.8846]","['F=vote-count', 'T=range', 'GROUP=3', 'K=87']",vote-count,range,3,87
F=textblob_T=log-range_GROUP=20_K=5,-12.759024775393993,2.132461456648701e-14,-1,0.4197108437456409,0.477921514361589,0.0240823184693619,0.0066695624673889,"[0.3725, 0.4669]","[0.4648, 0.4910]","['F=textblob', 'T=log-range', 'GROUP=20', 'K=5']",textblob,log-range,20,5
F=vote-count_T=kmeans_GROUP=8_K=5,-8.475004772468532,1.742427784577765e-09,-1,0.4245883577426043,0.4773923519958072,0.0337673686182278,0.0049355612989966,"[0.3584, 0.4908]","[0.4677, 0.4871]","['F=vote-count', 'T=kmeans', 'GROUP=8', 'K=5']",vote-count,kmeans,8,5
